MF_GO_IDs,MF_GO_Names
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
GO:0003735,structural constituent of ribosome
